2601.11868	OK	 2773926
2601.22436	OK	 2585134
2605.01920	OK	 2136045
2605.03546	OK	 2568568
2605.10787	OK	 2630363
2605.10912	OK	 11853238
2605.26494	OK	 3136621
2605.29790	OK	 1824139
2606.01619	OK	 3154181
2606.01770	OK	 1895729
2606.03056	OK	 4815011
2606.03108	OK	 4747356
2606.05342	OK	 13650439
2606.05405	OK	 23664957
2606.06324	OK	 2363715
2606.06741	OK	 14269812
2606.07367	OK	  876897
2606.07412	OK	 1466716
2606.09371	OK	 4915261
2606.09426	OK	 6544540
2606.09900	OK	  642046
2606.10209	OK	  380583
2606.11042	OK	 41423577
2606.11213	OK	  345917
2606.11290	OK	 1313148
2606.11869	OK	  682846
2606.12329	OK	  536113
2606.12882	OK	 2261126
2606.13177	OK	 1099460
2606.13598	OK	  989398
2606.13603	OK	 2302788
2606.13663	OK	  859462
2606.14302	OK	 1287184
2606.14571	OK	  893527
2606.16591	OK	  783306
2606.17682	OK	 2243994
2606.19559	OK	 2300644
2606.20408	OK	 1297716
